event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night: Rodriguez vs. Waterson,Maurice Greene,Marcos Rogerio de Lima,Blue,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,5,8,0.62,60,72,0.83,0,0,0,0,0,0,9,7,37,200.66,117.03,203.2,Orthodox,3.28,3.61,0.45,0,0.45,0.27,0.4,0,0,14,26,0.53,166,228,0.73,3,4,0.75,0,0,846,22,10,38,185.42,114.76,190.5,Orthodox,3.7,2.9,0.57,0.45,0.51,0.59,0.5,1.4,0,-9,-18,0.09,-106,-156,0.1,-3,-4,-0.75,0,0,-846,-13,-3,-1,15.24,2.27,12.7,-0.42,0.71,-0.12,-0.45,-0.06,-0.32,-0.1,-1.4
UFC Fight Night: Rodriguez vs. Waterson,Diego Ferreira,Gregor Gillespie,Blue,Lightweight,0,Men,KO/TKO,2,3,291,Chris Tognoni,0,31,60,0.51,37,70,0.53,0,2,0,0,2,66,18,5,39,175.26,70.31,187.96,Orthodox,4.66,3.42,0.37,0.22,0.56,0.63,0.7,0.71,0,45,62,0.72,53,70,0.76,4,8,0.5,0,0,310,14,1,37,170.18,70.31,180.34,Orthodox,3.74,2.3,0.52,0.48,0.57,1,0.8,6.86,0,-14,-2,-0.21,-16,0,-0.23,-4,-6,-0.5,0,2,-244,4,4,2,5.08,0,7.62,0.92,1.12,-0.15,-0.26,-0.01,-0.37,-0.1,-6.15
UFC Fight Night: Rodriguez vs. Waterson,Phil Hawes,Kyle Daukaus,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,66,101,0.65,157,210,0.75,2,4,0.5,1,0,334,12,6,35,182.88,83.91,195.58,Orthodox,5.33,3.72,0.59,0.34,0.55,0.9,0.2,2.11,0,28,82,0.34,52,113,0.46,0,7,0,0,1,253,11,4,31,190.5,83.91,193.04,Southpaw,3.22,2.94,0.52,0.25,0.42,0.82,1.9,2.12,0,38,19,0.31,105,97,0.29,2,-3,0.5,1,-1,81,1,2,4,-7.62,0,2.54,2.11,0.78,0.07,0.09,0.13,0.08,-1.7,-0.01
UFC Fight Night: Rodriguez vs. Waterson,Ludovit Klein,Michael Trizano,Blue,Featherweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,45,86,0.52,50,91,0.55,4,7,0.57,0,0,208,21,4,29,170.18,70.31,182.88,Southpaw,3.96,3.74,0.55,0.47,0.53,0.83,0,1.77,0,56,104,0.53,91,143,0.64,0,0,0,1,0,0,11,3,32,180.34,65.77,180.34,Orthodox,3.63,4.4,0.53,0.66,0.5,0.72,0.5,0.36,0,-11,-18,-0.01,-41,-52,-0.09,4,7,0.57,-1,0,208,10,1,-3,-10.16,4.54,2.54,0.33,-0.66,0.02,-0.19,0.03,0.11,-0.5,1.41
UFC Fight Night: Rodriguez vs. Waterson,JunYong Park,Tafon Nchukwi,Red,Middleweight,0,Men,Decision - Majority,3,3,300,Chris Tognoni,0,71,145,0.48,79,155,0.51,2,5,0.4,2,0,229,17,6,33,177.8,83.91,185.42,Orthodox,4.53,3.3,0.5,0.5,0.53,0.57,1.1,1.83,0,58,136,0.42,64,144,0.44,1,2,0.5,0,0,34,6,4,29,182.88,83.91,195.58,Orthodox,5.57,4.11,0.52,0.57,0.54,0.64,0,0.76,0,13,9,0.06,15,11,0.07,1,3,-0.1,2,0,195,11,2,4,-5.08,0,-10.16,-1.04,-0.81,-0.02,-0.07,-0.01,-0.07,1.1,1.07
UFC Fight Night: Rodriguez vs. Waterson,Christian Aguilera,Carlston Harris,Blue,Welterweight,0,Men,Submission,1,3,172,Marc Goddard,0,1,10,0.1,5,15,0.33,0,1,0,0,0,32,14,8,32,175.26,77.11,182.88,Switch,2.54,4.04,0.37,0,0.48,0.6,0,0,0,5,13,0.38,6,16,0.38,0,3,0,1,0,52,19,5,36,182.88,77.11,193.04,Orthodox,2.93,2.44,0.49,0.29,0.53,0.55,0.8,2.05,0,-4,-3,-0.28,-1,-1,-0.05,0,-2,0,-1,0,-20,-5,3,-4,-7.62,0,-10.16,-0.39,1.6,-0.12,-0.29,-0.05,0.05,-0.8,-2.05
UFC Fight Night: Reyes vs. Prochazka,Dominick Reyes,Jiri Prochazka,Blue,Light Heavyweight,0,Men,KO/TKO,2,5,269,Herb Dean,0,63,108,0.58,68,114,0.6,1,1,1,1,0,29,12,4,34,193.04,92.99,195.58,Southpaw,4.75,3.77,0.5,0.28,0.48,0.8,0.4,0.36,1,77,136,0.56,78,137,0.57,1,1,1,0,0,95,29,4,31,190.5,92.99,203.2,Orthodox,5.31,5.17,0.55,0.5,0.4,0.68,0.3,0.61,-1,-14,-28,0.02,-10,-23,0.03,0,0,0,1,0,-66,-17,0,3,2.54,0,-7.62,-0.56,-1.4,-0.05,-0.22,0.08,0.12,0.1,-0.25
UFC Fight Night: Reyes vs. Prochazka,Giga Chikadze,Cub Swanson,Red,Featherweight,0,Men,KO/TKO,1,3,63,Jason Herzog,1,12,18,0.66,12,18,0.67,0,0,0,0,0,5,15,3,35,182.88,65.77,187.96,Orthodox,4.08,3.44,0.43,0.33,0.62,0.69,0.2,0.23,0,4,6,0.66,4,6,0.67,0,0,0,0,0,0,29,13,40,172.72,65.77,177.8,Orthodox,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,1,8,12,0,8,12,0,0,0,0,0,0,5,-14,-10,-5,10.16,0,10.16,-0.62,-0.4,-0.07,-0.19,0.03,0.08,-0.2,-0.86
UFC Fight Night: Reyes vs. Prochazka,Sean Strickland,Krzysztof Jotko,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,84,182,0.46,84,182,0.46,0,0,0,0,0,0,28,6,33,185.42,83.91,193.04,Orthodox,5.91,4.33,0.41,0.64,0.62,0.77,0.2,0.85,0,37,196,0.18,37,196,0.19,0,1,0,0,0,0,24,6,34,185.42,83.91,195.58,Southpaw,2.98,2.23,0.42,0.39,0.57,0.82,0.1,1.33,0,47,-14,0.28,47,-14,0.27,0,-1,0,0,0,0,4,0,-1,0,0,-2.54,2.93,2.1,-0.01,0.25,0.05,-0.05,0.1,-0.48
UFC Fight Night: Reyes vs. Prochazka,Merab Dvalishvili,Cody Stamann,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,71,192,0.36,178,306,0.58,5,11,0.45,1,0,102,17,4,33,167.64,61.23,172.72,Orthodox,4.5,2.37,0.41,0.36,0.57,0.8,0.3,6.43,0,48,134,0.35,73,163,0.45,1,4,0.25,0,1,177,21,6,34,167.64,61.23,162.56,Orthodox,4.39,3.63,0.47,0.39,0.62,0.76,0,2.34,0,23,58,0.01,105,143,0.13,4,7,0.2,1,-1,-75,-4,-2,-1,0,0,10.16,0.11,-1.26,-0.06,-0.03,-0.05,0.04,0.3,4.09
UFC Fight Night: Reyes vs. Prochazka,Randa Markos,Luana Pinheiro,Blue,Women's Strawweight,0,Women,DQ,1,3,256,Mark Smith,0,18,40,0.45,28,51,0.55,0,0,0,0,0,29,11,12,38,162.56,52.16,160.02,Orthodox,2.97,3.1,0.43,0.28,0.58,0.52,0.2,1.12,0,29,53,0.54,35,61,0.57,5,6,0.83,0,0,54,11,2,31,157.48,52.16,157.48,Orthodox,3.89,4.38,0.41,0.4,0.62,0.66,0.3,2.36,0,-11,-13,-0.09,-7,-10,-0.02,-5,-6,-0.83,0,0,-25,0,10,7,5.08,0,2.54,-0.92,-1.28,0.02,-0.12,-0.04,-0.14,-0.1,-1.24
UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka,TJ Brown,Blue,Featherweight,0,Men,Decision - Split,3,3,300,Jason Herzog,1,61,128,0.47,85,155,0.55,1,1,1,0,0,338,8,4,29,170.18,65.77,175.26,Orthodox,4.96,5.29,0.57,0.58,0.55,0.52,0.3,1.93,0,82,211,0.38,110,243,0.45,2,4,0.5,1,0,36,17,11,33,175.26,65.77,182.88,Switch,3.37,2.89,0.44,0.57,0.49,0.36,1.3,3.41,1,-21,-83,0.09,-25,-88,0.1,-1,-3,0.5,-1,0,302,-9,-7,-4,-5.08,0,-7.62,1.59,2.4,0.13,0.01,0.06,0.16,-1,-1.48
UFC Fight Night: Reyes vs. Prochazka,Poliana Botelho,Luana Carolina,Blue,Women's Flyweight,0,Women,Decision - Split,3,3,300,Herb Dean,0,34,57,0.59,87,112,0.78,1,4,0.25,0,0,279,8,5,35,172.72,56.7,170.18,Orthodox,2.9,2.8,0.58,0.57,0.54,0.76,0,0.85,0,25,46,0.54,100,130,0.77,0,0,0,0,0,328,10,4,30,167.64,56.7,175.26,Orthodox,4.63,3.63,0.49,0.42,0.49,0.76,0.6,0.38,0,9,11,0.05,-13,-18,0.01,1,4,0.25,0,0,-49,-2,1,5,5.08,0,-5.08,-1.73,-0.83,0.09,0.15,0.05,0,-0.6,0.47
UFC Fight Night: Reyes vs. Prochazka,Loma Lookboonmee,Sam Hughes,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Jason Herzog,0,84,124,0.67,108,149,0.72,4,8,0.5,0,0,90,9,3,28,154.94,52.16,154.94,Orthodox,4.1,2.48,0.57,0.5,0.53,0.72,0.1,1.9,0,49,73,0.67,98,126,0.78,0,2,0,0,0,394,8,6,31,165.1,52.16,162.56,Orthodox,4.03,4.51,0.45,0.3,0.56,0.57,0,0.96,0,35,51,0,10,23,-0.06,4,6,0.5,0,0,-304,1,-3,-3,-10.16,0,-7.62,0.07,-2.03,0.12,0.2,-0.03,0.15,0.1,0.94
UFC Fight Night: Reyes vs. Prochazka,Andreas Michailidis,KB Bhullar,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,73,137,0.53,75,139,0.54,1,1,1,0,0,119,13,6,35,182.88,77.11,193.04,Orthodox,2.9,3.57,0.51,0.27,0.44,0.5,0,1.12,0,70,131,0.53,71,132,0.54,0,0,0,0,0,12,8,2,32,193.04,83.91,198.12,Switch,4.31,5.39,0.49,0,0.45,0,0,0,0,3,6,0,4,7,0,1,1,1,0,0,107,5,4,3,-10.16,-6.8,-5.08,-1.41,-1.82,0.02,0.27,-0.01,0.5,0,1.12
UFC Fight Night: Reyes vs. Prochazka,Luke Sanders,Felipe Colares,Blue,Featherweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,1,118,211,0.55,131,225,0.58,2,5,0.4,0,0,175,13,5,38,167.64,61.23,170.18,Southpaw,6.61,4.37,0.52,0.3,0.5,0.72,0.2,0.71,0,78,131,0.59,104,165,0.63,2,10,0.2,0,0,174,10,4,29,172.72,65.77,175.26,Orthodox,2.17,4.65,0.45,0.24,0.36,0.43,0.5,1.88,1,40,80,-0.04,27,60,-0.05,0,-5,0.2,0,0,1,3,1,9,-5.08,-4.54,-5.08,4.44,-0.28,0.07,0.06,0.14,0.29,-0.3,-1.17
UFC 261: Usman vs. Masvidal 2,Kamaru Usman,Jorge Masvidal,Red,UFC Welterweight Title,1,Men,KO/TKO,2,5,62,Herb Dean,1,21,40,0.52,32,54,0.59,2,2,1,0,0,102,20,4,36,182.88,77.11,193.04,Switch,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82,0,31,52,0.59,56,79,0.71,0,0,0,0,0,0,35,17,39,180.34,77.11,187.96,Orthodox,4.05,3.05,0.47,0.59,0.64,0.72,0.3,1.38,1,-10,-12,-0.07,-24,-25,-0.12,2,2,1,0,0,102,-15,-13,-3,2.54,0,5.08,0.31,-0.31,0.05,-0.14,-0.1,0.17,-0.2,1.44
UFC 261: Usman vs. Masvidal 2,Zhang Weili,Rose Namajunas,Blue,UFC Women's Strawweight Title,1,Women,KO/TKO,1,5,78,Keith Peterson,0,7,11,0.63,7,11,0.64,0,0,0,0,0,0,24,3,34,162.56,52.16,160.02,Switch,5.94,3.44,0.51,0.42,0.53,0.66,0.4,2.29,1,5,10,0.5,5,10,0.5,0,0,0,0,0,3,13,6,31,165.1,56.7,165.1,Orthodox,3.69,3.51,0.41,0.47,0.63,0.59,0.5,1.38,-1,2,1,0.13,2,1,0.14,0,0,0,0,0,-3,11,-3,3,-2.54,-4.54,-5.08,2.25,-0.07,0.1,-0.05,-0.1,0.07,-0.1,0.91
UFC 261: Usman vs. Masvidal 2,Valentina Shevchenko,Jessica Andrade,Red,UFC Women's Flyweight Title,1,Women,KO/TKO,2,5,199,Dan Miragliotta,0,32,39,0.82,90,97,0.93,7,7,1,1,0,311,23,4,36,165.1,56.7,167.64,Southpaw,3.28,2.11,0.52,0.63,0.62,0.71,0.4,2.56,0,10,15,0.66,47,55,0.85,0,2,0,0,0,57,25,12,32,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,22,24,0.16,43,42,0.08,7,5,1,1,0,254,-2,-8,4,10.16,4.54,10.16,-3.39,-3.25,0.02,0.09,0.08,-0.01,0,0.11
UFC 261: Usman vs. Masvidal 2,Uriah Hall,Chris Weidman,Red,Middleweight,0,Men,KO/TKO,1,3,17,Herb Dean,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,39,182.88,83.91,200.66,Orthodox,3.23,3.85,0.48,0.38,0.54,0.64,0.1,0.54,0,1,2,0.5,1,2,0.5,0,0,0,0,0,0,15,7,39,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,0,-1,-2,-0.5,-1,-2,-0.5,0,0,0,0,0,0,3,4,0,-5.08,0,2.54,0.25,0.58,0.05,-0.05,0.04,-0.01,-0.7,-3.06
UFC 261: Usman vs. Masvidal 2,Anthony Smith,Jimmy Crute,Red,Light Heavyweight,0,Men,TKO - Doctor's Stoppage,1,3,300,Keith Peterson,0,26,39,0.66,27,40,0.68,0,0,0,0,0,2,37,19,35,193.04,92.99,193.04,Orthodox,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49,0,18,35,0.51,34,57,0.6,3,3,1,0,0,57,12,4,28,187.96,92.99,187.96,Orthodox,3.68,3.04,0.54,0.57,0.44,0.6,2,4.84,0,8,4,0.15,-7,-17,0.08,-3,-3,-1,0,0,-55,25,15,7,5.08,0,5.08,-0.47,1.43,-0.06,-0.31,0.02,-0.12,-1.4,-4.35
UFC 261: Usman vs. Masvidal 2,Alex Oliveira,Randy Brown,Blue,Welterweight,0,Men,Submission,1,3,170,Dan Miragliotta,0,7,12,0.58,9,14,0.64,0,0,0,0,0,0,22,12,36,180.34,77.11,193.04,Orthodox,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,1,16,32,0.5,23,39,0.59,0,0,0,1,0,83,18,5,33,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,-1,-9,-20,0.08,-14,-25,0.05,0,0,0,-1,0,-83,4,7,3,-10.16,0,-5.08,-1.38,-0.78,0.05,-0.01,-0.08,-0.11,0.1,1.57
UFC 261: Usman vs. Masvidal 2,Dwight Grant,Stefan Sekulic,Red,Welterweight,0,Men,Decision - Split,3,3,300,James Folsom,0,49,156,0.31,52,160,0.32,1,1,1,0,0,25,11,6,39,185.42,83.91,193.04,Switch,3.29,2.66,0.36,1,0.6,0.66,0,0.61,0,33,52,0.63,39,59,0.66,3,7,0.42,1,0,124,12,4,32,182.88,77.11,190.5,Southpaw,1.83,2.83,0.5,0.33,0.64,0.25,0.5,2,0,16,104,-0.32,13,101,-0.34,-2,-6,0.58,-1,0,-99,-1,2,7,2.54,6.8,2.54,1.46,-0.17,-0.14,0.67,-0.04,0.41,-0.5,-1.39
UFC 261: Usman vs. Masvidal 2,Karl Roberson,Brendan Allen,Blue,Middleweight,0,Men,Submission,1,3,295,Dan Miragliotta,0,6,14,0.42,15,24,0.62,0,0,0,0,0,0,9,6,33,185.42,92.99,187.96,Southpaw,2.57,2.42,0.51,0.4,0.57,0.42,0.5,0.72,0,9,16,0.56,15,22,0.68,2,2,1,1,0,196,23,5,28,187.96,83.91,190.5,Orthodox,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,0,-3,-2,-0.14,0,2,-0.06,-2,-2,-1,-1,0,-196,-14,1,5,-2.54,9.08,-2.54,-1.3,-1.18,-0.03,-0.07,0.11,-0.16,-1.2,-0.64
UFC 261: Usman vs. Masvidal 2,Pat Sabatini,Tristan Connelly,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Josh Rutgers,1,26,45,0.57,73,98,0.74,1,5,0.2,1,0,598,18,5,33,172.72,65.77,177.8,Orthodox,2.02,1.54,0.59,0.42,0.49,0.5,1.9,3.73,0,19,50,0.38,87,125,0.7,1,1,1,0,0,80,14,8,38,177.8,65.77,172.72,Orthodox,3.31,2.96,0.51,0.14,0.5,0.6,0.3,0.33,1,7,-5,0.19,-14,-27,0.04,0,4,-0.8,1,0,518,4,-3,-5,-5.08,0,5.08,-1.29,-1.42,0.08,0.28,-0.01,-0.1,1.6,3.4
UFC 261: Usman vs. Masvidal 2,Batgerel Danaa,Kevin Natividad,Red,Bantamweight,0,Men,KO/TKO,1,3,50,Herb Dean,1,7,15,0.46,8,16,0.5,0,0,0,0,0,4,12,5,34,170.18,61.23,177.8,Orthodox,5.38,4.21,0.36,0.5,0.47,0.62,0,0.52,0,3,8,0.37,3,8,0.38,0,0,0,0,0,0,9,4,30,167.64,61.23,177.8,Orthodox,2.68,4.29,0.34,0.5,0.47,0.83,0,3.66,1,4,7,0.09,5,8,0.12,0,0,0,0,0,4,3,1,4,2.54,0,0,2.7,-0.08,0.02,0,0,-0.21,0,-3.14
UFC 261: Usman vs. Masvidal 2,Kazula Vargas,Rongzhu,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,96,176,0.54,111,192,0.58,0,1,0,1,1,70,12,5,38,172.72,70.31,180.34,Southpaw,3.65,1.77,0.53,0.25,0.57,0.3,0.4,0.4,0,42,105,0.4,49,114,0.43,3,4,0.75,0,0,164,25,5,24,175.26,70.31,182.88,Orthodox,5.47,5.6,0.5,0.62,0.45,0.85,0.2,2.09,0,54,71,0.14,62,78,0.15,-3,-3,-0.75,1,1,-94,-13,0,14,-2.54,0,-2.54,-1.82,-3.83,0.03,-0.37,0.12,-0.55,0.2,-1.69
UFC 261: Usman vs. Masvidal 2,Aoriqileng,Jeff Molina,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Josh Rutgers,0,116,258,0.44,125,269,0.46,3,4,0.75,0,0,120,25,10,30,170.18,61.23,175.26,Orthodox,5.31,6.03,0.5,0.46,0.47,0.58,0,1.45,2,189,356,0.53,210,378,0.56,0,1,0,0,0,43,11,2,26,167.64,56.7,175.26,Orthodox,7.25,5.04,0.48,0,0.55,0.66,0,0,-2,-73,-98,-0.09,-85,-109,-0.1,3,3,0.75,0,0,77,14,8,4,2.54,4.53,0,-1.94,0.99,0.02,0.46,-0.08,-0.08,0,1.45
UFC 261: Usman vs. Masvidal 2,Liang Na,Ariane Carnelossi,Blue,Women's Strawweight,0,Women,KO/TKO,2,3,88,James Folsom,0,19,27,0.7,36,47,0.77,3,4,0.75,1,2,168,19,7,27,165.1,56.7,170.18,Orthodox,1.93,4.48,0.4,0.6,0.27,0,0.8,5.1,0,24,32,0.75,91,113,0.81,0,0,0,0,3,156,14,3,31,157.48,52.16,154.94,Orthodox,3.04,4.72,0.4,0.55,0.43,0.08,0.3,1.62,0,-5,-5,-0.05,-55,-66,-0.04,3,4,0.75,1,-1,12,5,4,-4,7.62,4.54,15.24,-1.11,-0.24,0,0.05,-0.16,-0.08,0.5,3.48
UFC Fight Night: Whittaker vs. Gastelum,Robert Whittaker,Kelvin Gastelum,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,0,150,284,0.52,169,303,0.56,4,7,0.57,0,0,259,26,7,33,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0,0.81,0,62,209,0.29,70,218,0.32,1,5,0.2,0,0,26,18,9,32,175.26,77.11,180.34,Southpaw,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96,0,88,75,0.23,99,85,0.24,3,2,0.37,0,0,233,8,-2,1,7.62,6.8,5.08,1.02,0.22,0.01,0.08,0.01,0.23,-0.1,-0.15
UFC Fight Night: Whittaker vs. Gastelum,Andrei Arlovski,Chase Sherman,Red,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,105,222,0.47,109,226,0.48,0,0,0,0,0,39,34,23,45,190.5,108.86,195.58,Orthodox,3.78,3.2,0.45,0.36,0.57,0.76,0.2,0.38,0,88,192,0.45,99,203,0.49,0,0,0,0,0,0,16,12,34,193.04,113.4,198.12,Orthodox,6.04,6.65,0.45,0.5,0.52,0.74,0,0.09,0,17,30,0.02,10,23,-0.01,0,0,0,0,0,39,18,11,11,-2.54,-4.54,-2.54,-2.26,-3.45,0,-0.14,0.05,0.02,0.2,0.29
UFC Fight Night: Whittaker vs. Gastelum,Abdul Razak Alhassan,Jacob Malkoun,Blue,Middleweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,21,47,0.44,32,59,0.54,0,0,0,0,0,2,12,6,38,177.8,83.91,185.42,Orthodox,3.37,3.99,0.48,0.38,0.55,0.5,0.2,0.89,0,27,55,0.49,91,135,0.67,8,24,0.33,2,0,701,7,3,28,175.26,83.91,185.42,Orthodox,3.89,2.49,0.56,0.44,0.5,0,0.5,7.2,0,-6,-8,-0.05,-59,-76,-0.13,-8,-24,-0.33,-2,0,-699,5,3,10,2.54,0,0,-0.52,1.5,-0.08,-0.06,0.05,0.5,-0.3,-6.31
UFC Fight Night: Whittaker vs. Gastelum,Tracy Cortez,Justine Kish,Red,Women's Flyweight,0,Women,Decision - Split,3,3,300,Keith Peterson,0,66,112,0.58,84,138,0.61,3,5,0.6,1,0,386,11,1,30,165.1,56.7,165.1,Orthodox,4.11,2.79,0.53,0.46,0.6,0.75,0.3,2.33,1,55,119,0.46,72,140,0.51,0,1,0,0,0,38,7,4,35,165.1,56.7,162.56,Orthodox,4.51,4.59,0.48,0.33,0.57,0.5,0.1,0.87,-1,11,-7,0.12,12,-2,0.1,3,4,0.6,1,0,348,4,-3,-5,0,0,2.54,-0.4,-1.8,0.05,0.13,0.03,0.25,0.2,1.46
UFC Fight Night: Whittaker vs. Gastelum,Luis Pena,Alexander Munoz,Red,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,90,195,0.46,90,195,0.46,0,0,0,0,0,3,9,3,30,190.5,70.31,190.5,Southpaw,3.66,3.12,0.46,0.33,0.51,0.48,1.2,1.17,0,80,169,0.47,82,172,0.48,4,9,0.44,0,0,141,7,2,34,175.26,70.31,182.88,Switch,3.7,4.73,0.42,0.4,0.55,1,0,3,0,10,26,-0.01,8,23,-0.02,-4,-9,-0.44,0,0,-138,2,1,-4,15.24,0,7.62,-0.04,-1.61,0.04,-0.07,-0.04,-0.52,1.2,-1.83
UFC Fight Night: Whittaker vs. Gastelum,Alexandr Romanov,Juan Espino,Red,Heavyweight,0,Men,Decision - Split,3,3,65,Mark Smith,0,32,53,0.6,53,77,0.69,2,4,0.5,0,0,341,17,2,33,187.96,118.84,190.5,Southpaw,4.06,2.2,0.52,0.54,0.5,0.2,0.9,4.32,0,12,22,0.54,44,56,0.79,4,5,0.8,0,0,175,11,2,43,190.5,115.67,203.2,Orthodox,2.38,1.95,0.7,0.78,0.4,0.5,2.4,8.93,0,20,31,0.06,9,21,-0.1,-2,-1,-0.3,0,0,166,6,0,-10,-2.54,3.17,-12.7,1.68,0.25,-0.18,-0.24,0.1,-0.3,-1.5,-4.61
UFC Fight Night: Whittaker vs. Gastelum,Jessica Penne,Loopy Godinez,Red,Women's Strawweight,0,Women,Decision - Split,3,3,300,Chris Tognoni,0,31,87,0.35,98,158,0.62,1,7,0.14,0,0,270,14,8,41,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,40,74,0.54,68,106,0.64,3,9,0.33,0,0,250,12,3,30,157.48,52.16,154.94,Orthodox,4.31,3.76,0.49,0.46,0.62,0.86,1.1,3.39,0,-9,13,-0.19,30,52,-0.02,-2,-2,-0.19,0,0,20,2,5,11,7.62,0,15.24,-1.79,0.99,-0.18,-0.25,-0.16,-0.5,-0.5,-2.07
UFC Fight Night: Whittaker vs. Gastelum,Bartosz Fabinski,Gerald Meerschaert,Blue,Middleweight,0,Men,Submission,1,3,120,Herb Dean,0,6,13,0.46,16,23,0.7,1,1,1,0,0,13,15,5,37,182.88,77.11,190.5,Orthodox,2.23,1.46,0.68,0.7,0.51,0.8,0,7.1,0,8,10,0.8,12,14,0.86,0,0,0,1,1,86,36,17,36,185.42,83.91,195.58,Southpaw,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,0,-2,3,-0.34,4,9,-0.16,1,1,1,-1,-1,-73,-21,-12,1,-2.54,-6.8,-5.08,-0.95,-1.91,0.23,0.32,-0.02,0.46,-1.6,4.93
UFC Fight Night: Whittaker vs. Gastelum,Austin Hubbard,Dakota Bush,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,67,115,0.58,126,181,0.7,1,1,1,0,2,402,16,7,32,177.8,70.31,180.34,Orthodox,3.83,3.37,0.46,0.52,0.56,0.63,0,1.55,0,41,104,0.39,54,122,0.44,1,6,0.16,0,1,91,8,4,29,177.8,70.31,185.42,Orthodox,2.77,4.42,0.38,0.33,0.41,0,0,2.4,0,26,11,0.19,72,59,0.26,0,-5,0.84,0,1,311,8,3,3,0,0,-5.08,1.06,-1.05,0.08,0.19,0.15,0.63,0,-0.85
UFC Fight Night: Whittaker vs. Gastelum,Tony Gravely,Anthony Birchak,Red,Bantamweight,0,Men,KO/TKO,2,3,91,Mark Smith,2,39,75,0.52,61,105,0.58,4,6,0.66,0,0,274,23,9,32,165.1,61.23,175.26,Orthodox,3.82,4.47,0.48,0.41,0.44,0.52,0.3,5.4,0,18,45,0.4,30,59,0.51,0,1,0,1,1,27,16,8,37,172.72,61.23,175.26,Orthodox,3.93,3.67,0.36,0.14,0.56,0.61,0.5,0.48,2,21,30,0.12,31,46,0.07,4,5,0.66,-1,-1,247,7,1,-5,-7.62,0,0,-0.11,0.8,0.12,0.27,-0.12,-0.09,-0.2,4.92
