event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height_in_cm,b_weight_in_kg,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,R_odds,B_odds,location,country,r_total_fights,b_total_fights,age_differential,experience_differential,reach_advantage_diff_in_cm,winner_name,weight_class_numeric,age_difference,experience_diff,reach_advantage_diff
UFC Fight Night: Maia vs LaFlare,Erick Silva,Josh Koscheck,Red,Welterweight,0,Men,Submission,1,3,261,Mario Yamasaki,0,14,32,0.43,16,34,0.47,0,1,0,1,0,49,19,9,39,182.88,77.11,187.96,Orthodox,2.5,4.18,0.48,0.35,0.49,0.56,1.4,0.85,0,4,21,0.19,7,24,0.29,0,3,0,0,0,64,17,11,46,177.8,77.11,185.42,Orthodox,1.79,2.27,0.36,0.48,0.63,0.64,0.4,2.46,0,10,11,0.24,9,10,0.18,0,-2,0,1,0,-15,2,-2,-7,5.08,0,2.54,0.71,1.91,0.12,-0.13,-0.14,-0.08,1,-1.61,3/21/2015,-460,365,"Rio de Janeiro, Brazil",Brazil,6,5,7,1,2.54,Erick Silva,170,7,1,2.54
UFC Fight Night: Maia vs LaFlare,Leonardo Santos,Anthony Rocco Martin,Red,Lightweight,0,Men,Submission,2,3,149,John McCarthy,0,12,39,0.3,16,43,0.37,1,2,0.5,1,0,87,18,7,44,182.88,70.31,190.5,Orthodox,2.82,3.4,0.46,0.25,0.54,0.86,0.2,0.88,0,14,36,0.38,24,46,0.52,0,3,0,0,0,108,17,6,34,182.88,77.11,185.42,Orthodox,2.68,2.59,0.37,0.27,0.58,0.68,1,0.71,0,-2,3,-0.08,-8,-3,-0.15,1,-1,0.5,1,0,-21,1,1,10,0,-6.8,5.08,0.14,0.81,0.09,-0.02,-0.04,0.18,-0.8,0.17,3/21/2015,140,-160,"Rio de Janeiro, Brazil",Brazil,2,6,10,4,5.08,Leonardo Santos,155,10,4,5.08
UFC Fight Night: Maia vs LaFlare,Gilbert Burns,Alex Oliveira,Red,Lightweight,0,Men,Submission,3,3,254,Osiris Maia,0,17,44,0.38,37,69,0.54,2,5,0.4,2,0,241,22,7,37,177.8,77.11,180.34,Orthodox,3.29,3.42,0.48,0.38,0.54,0.5,0.5,2.24,0,29,76,0.38,31,80,0.39,0,0,0,0,0,201,22,12,36,180.34,77.11,193.04,Orthodox,2.99,2.55,0.51,0.38,0.46,0.63,0.6,2.35,0,-12,-32,0,6,-11,0.15,2,5,0.4,2,0,40,0,-5,1,-2.54,0,-12.7,0.3,0.87,-0.03,0,0.08,-0.13,-0.1,-0.11,3/21/2015,-800,550,"Rio de Janeiro, Brazil",Brazil,4,6,1,3,-12.7,Gilbert Burns,155,1,2,-12.7
UFC Fight Night: Maia vs LaFlare,Godofredo Pepey,Andre Fili,Red,Featherweight,0,Men,Submission,1,3,194,Eduardo Herdy,0,1,4,0.25,5,8,0.62,0,2,0,1,0,11,13,6,36,170.18,65.77,185.42,Orthodox,2.32,3.23,0.38,0.07,0.47,0.35,1.5,0.37,0,1,6,0.16,3,9,0.33,0,0,0,0,0,130,23,11,33,180.34,65.77,187.96,Orthodox,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,0,0,-2,0.09,2,-1,0.29,0,2,0,1,0,-119,-10,-5,3,-10.16,0,-2.54,-1.53,-0.88,0.01,-0.4,-0.04,-0.34,1.2,-1.79,3/21/2015,265,-325,"Rio de Janeiro, Brazil",Brazil,2,7,3,4,-2.54,Godofredo Pepey,145,3,5,-2.54
UFC Fight Night: Maia vs LaFlare,Francisco Trinaldo,Akbarh Arreola,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,39,115,0.33,91,169,0.54,3,3,1,0,0,557,28,9,45,175.26,77.11,177.8,Southpaw,3.13,2.67,0.45,0.42,0.6,0.6,0.5,0.98,0,34,74,0.45,82,127,0.65,0,0,0,0,0,0,23,11,41,177.8,70.31,180.34,Southpaw,2.32,4.01,0.45,1,0.56,0.33,0.4,1.07,0,5,41,-0.12,9,42,-0.11,3,3,1,0,0,557,5,-2,4,-2.54,6.8,-2.54,0.81,-1.34,0,-0.58,0.04,0.27,0.1,-0.09,3/21/2015,-200,170,"Rio de Janeiro, Brazil",Brazil,9,2,4,7,-2.54,Francisco Trinaldo,155,4,7,-2.54
UFC Fight Night: Maia vs LaFlare,Leonardo Mafra,Cain Carrizosa,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,94,191,0.49,151,252,0.6,5,6,0.83,0,0,413,13,4,34,177.8,70.31,177.8,Orthodox,4.55,4.38,0.48,0.83,0.43,0.69,0.4,2.12,1,44,101,0.43,52,110,0.47,0,5,0,0,0,56,10,3,37,172.72,70.31,NA,Orthodox,2.72,5.8,0.42,0,0.51,0.14,0,0,-1,50,90,0.06,99,142,0.13,5,1,0.83,0,0,357,3,1,-3,5.08,0,NA,1.83,-1.42,0.06,0.83,-0.08,0.55,0.4,2.12,3/21/2015,-170,150,"Rio de Janeiro, Brazil",Brazil,0,0,3,0,NA,Leonardo Mafra,155,3,0,NA
UFC Fight Night: Maia vs LaFlare,Jorge de Oliveira,Christos Giagos,Blue,Lightweight,0,Men,Submission,1,3,192,Eduardo Herdy,0,0,4,0,11,16,0.69,0,0,0,0,0,0,9,2,44,172.72,70.31,NA,Orthodox,1.26,4.84,0.31,0,0.48,0.22,0,0,0,18,34,0.52,37,54,0.69,1,1,1,1,0,161,20,11,34,177.8,70.31,180.34,Orthodox,2.98,2.95,0.42,0.37,0.51,0.52,0.4,2.93,0,-18,-30,-0.52,-26,-38,0,-1,-1,-1,-1,0,-161,-11,-9,10,-5.08,0,NA,-1.72,1.89,-0.11,-0.37,-0.03,-0.3,-0.4,-2.93,3/21/2015,175,-210,"Rio de Janeiro, Brazil",Brazil,1,2,10,1,NA,Christos Giagos,155,10,1,NA
UFC Fight Night: Maia vs LaFlare,Bentley Syler,Fredy Serrano,Blue,Flyweight,0,Men,KO/TKO,3,3,94,Osiris Maia,0,15,79,0.18,25,90,0.28,0,0,0,0,0,0,5,1,41,162.56,56.7,NA,Orthodox,1.3,1.73,0.18,0,0.79,0.75,0,0,1,20,98,0.2,20,98,0.2,2,8,0.25,0,0,42,3,2,44,160.02,56.7,165.1,Orthodox,1.58,1.89,0.26,0.25,0.61,0.84,0,2.84,-1,-5,-19,-0.02,5,-8,0.08,-2,-8,-0.25,0,0,-42,2,-1,-3,2.54,0,NA,-0.28,-0.16,-0.08,-0.25,0.18,-0.09,0,-2.84,3/21/2015,135,-155,"Rio de Janeiro, Brazil",Brazil,0,1,3,2,NA,Fredy Serrano,125,3,1,NA
UFC 185: Pettis vs Dos Anjos,Anthony Pettis,Rafael Dos Anjos,Blue,Lightweight,1,Men,Decision - Unanimous,5,5,300,Dan Miragliotta,0,54,162,0.33,96,205,0.47,0,1,0,0,0,52,24,10,37,177.8,70.31,182.88,Orthodox,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,0,90,171,0.52,144,233,0.62,9,10,0.9,0,0,882,32,16,39,172.72,70.31,177.8,Southpaw,3.48,3.21,0.47,0.35,0.6,0.55,0.6,1.95,0,-36,-9,-0.19,-48,-28,-0.15,-9,-9,-0.9,0,0,-830,-8,-6,-2,5.08,0,5.08,-0.43,0.23,0,0.15,-0.06,0.05,0.5,-1.34,3/14/2015,-450,400,"Dallas, Texas, USA",USA,9,8,2,1,5.08,Rafael Dos Anjos,155,2,1,5.08
UFC 185: Pettis vs Dos Anjos,Carla Esparza,Joanna Jedrzejczyk,Blue,Women's Strawweight,1,Women,KO/TKO,2,5,257,Don Turnage,0,4,22,0.18,6,24,0.25,1,17,0.05,0,0,67,20,7,36,154.94,52.16,160.02,Orthodox,2.16,2.69,0.4,0.35,0.55,0.47,0.3,3.22,0,53,105,0.5,55,107,0.51,0,0,0,0,0,28,16,5,36,167.64,52.16,165.1,Orthodox,6.28,3.25,0.48,0.62,0.62,0.8,0.1,0.27,0,-49,-83,-0.32,-49,-83,-0.26,1,17,0.05,0,0,39,4,2,0,-12.7,0,-5.08,-4.12,-0.56,-0.08,-0.27,-0.07,-0.33,0.2,2.95,3/14/2015,-160,140,"Dallas, Texas, USA",USA,3,5,0,2,-5.08,Joanna Jedrzejczyk,115,0,2,-5.08
UFC 185: Pettis vs Dos Anjos,Johny Hendricks,Matt Brown,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Kerry Hatley,0,36,67,0.53,85,124,0.69,9,10,0.9,0,0,666,18,8,40,175.26,83.91,175.26,Southpaw,3.49,3.99,0.45,0.46,0.53,0.63,0.3,3.83,0,23,49,0.46,39,66,0.59,0,0,0,0,0,21,26,19,43,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,13,18,0.07,46,58,0.1,9,10,0.9,0,0,645,-8,-11,-3,-7.62,6.8,-15.24,-0.27,1.07,-0.1,0,-0.02,0,-1,2.15,3/14/2015,-380,340,"Dallas, Texas, USA",USA,10,6,3,4,-15.24,Johny Hendricks,170,3,4,-15.24
UFC 185: Pettis vs Dos Anjos,Chris Cariaso,Henry Cejudo,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,22,71,0.3,41,92,0.45,0,0,0,0,0,42,17,8,42,160.02,56.7,162.56,Southpaw,3.35,2.23,0.43,0.39,0.61,0.57,0.8,1.11,0,50,93,0.53,111,162,0.69,6,7,0.85,1,0,569,16,4,37,162.56,61.23,162.56,Orthodox,3.77,3.29,0.46,0.32,0.6,0.75,0.2,1.99,0,-28,-22,-0.23,-70,-70,-0.24,-6,-7,-0.85,-1,0,-527,1,4,5,-2.54,-4.53,0,-0.42,-1.06,-0.03,0.07,0.01,-0.18,0.6,-0.88,3/14/2015,600,-750,"Dallas, Texas, USA",USA,7,5,5,2,0,Henry Cejudo,125,5,2,0
UFC 185: Pettis vs Dos Anjos,Ross Pearson,Sam Stout,Red,Lightweight,0,Men,KO/TKO,2,3,93,Dan Miragliotta,1,25,75,0.33,25,75,0.33,0,0,0,0,0,2,20,16,39,172.72,70.31,175.26,Orthodox,3.68,4.09,0.4,0.35,0.62,0.75,0,0.74,0,23,111,0.2,23,111,0.21,0,1,0,0,0,1,20,12,39,175.26,70.31,177.8,Orthodox,4.17,4.08,0.28,0.38,0.57,0.77,0.1,0.63,1,2,-36,0.13,2,-36,0.12,0,-1,0,0,0,1,0,4,0,-2.54,0,-2.54,-0.49,0.01,0.12,-0.03,0.05,-0.02,-0.1,0.11,3/14/2015,-370,330,"Dallas, Texas, USA",USA,7,4,0,3,-2.54,Ross Pearson,155,0,3,-2.54
UFC 185: Pettis vs Dos Anjos,Elias Theodorou,Roger Narvaez,Red,Middleweight,0,Men,KO/TKO,2,3,247,Kerry Hatley,0,39,113,0.34,55,135,0.41,2,4,0.5,0,0,134,16,3,35,185.42,83.91,190.5,Orthodox,4.19,2.39,0.42,0.28,0.53,0.59,0,1.27,0,16,49,0.32,17,50,0.34,0,0,0,0,0,0,8,3,40,190.5,83.91,NA,Southpaw,2.12,3.32,0.37,0,0.64,0.5,0.9,0,0,23,64,0.02,38,85,0.07,2,4,0.5,0,0,134,8,0,-5,-5.08,0,NA,2.07,-0.93,0.05,0.28,-0.11,0.09,-0.9,1.27,3/14/2015,-335,305,"Dallas, Texas, USA",USA,5,1,5,4,NA,Elias Theodorou,185,5,4,NA
UFC 185: Pettis vs Dos Anjos,Daron Cruickshank,Beneil Dariush,Blue,Lightweight,0,Men,Submission,2,3,158,Don Turnage,0,17,43,0.39,18,44,0.41,0,5,0,0,0,24,18,10,38,172.72,70.31,182.88,Switch,2.88,2.98,0.38,0.41,0.57,0.6,0.2,2.04,0,27,51,0.52,30,54,0.56,1,1,1,2,0,129,22,6,34,177.8,70.31,182.88,Southpaw,3.78,2.65,0.48,0.34,0.57,0.8,0.9,1.9,0,-10,-8,-0.13,-12,-10,-0.15,-1,4,-1,-2,0,-105,-4,4,4,-5.08,0,0,-0.9,0.33,-0.1,0.07,0,-0.2,-0.7,0.14,3/14/2015,-120,110,"Dallas, Texas, USA",USA,4,6,4,2,0,Beneil Dariush,155,4,2,0
UFC 185: Pettis vs Dos Anjos,Jared Rosholt,Josh Copeland,Red,Heavyweight,0,Men,KO/TKO,3,3,192,Dan Miragliotta,0,22,45,0.48,51,79,0.65,2,6,0.33,0,0,319,14,4,37,187.96,120.2,190.5,Orthodox,2.08,1.52,0.46,0.41,0.59,0.66,0.1,1.83,0,9,36,0.25,19,46,0.41,0,0,0,0,0,0,12,4,41,185.42,120.2,NA,Orthodox,1.03,3.01,0.31,0,0.55,0.57,0,0,0,13,9,0.23,32,33,0.24,2,6,0.33,0,0,319,2,0,-4,2.54,0,NA,1.05,-1.49,0.15,0.41,0.04,0.09,0.1,1.83,3/14/2015,-310,280,"Dallas, Texas, USA",USA,4,1,4,3,NA,Jared Rosholt,265,4,3,NA
UFC 185: Pettis vs Dos Anjos,Sergio Pettis,Ryan Benoit,Blue,Flyweight,0,Men,KO/TKO,2,3,94,Kerry Hatley,0,39,100,0.39,51,113,0.45,1,3,0.33,0,0,97,18,5,30,167.64,56.7,175.26,Orthodox,3.88,2.91,0.37,0.4,0.65,0.67,0.4,0.85,1,28,90,0.31,29,91,0.32,1,1,1,0,0,22,10,8,34,165.1,56.7,172.72,Orthodox,2.88,3.65,0.39,0.22,0.58,0.72,0.4,0.28,-1,11,10,0.08,22,22,0.13,0,2,-0.67,0,0,75,8,-3,-4,2.54,0,2.54,1,-0.74,-0.02,0.18,0.07,-0.05,0,0.57,3/14/2015,-660,540,"Dallas, Texas, USA",USA,7,3,4,4,2.54,Ryan Benoit,125,4,4,2.54
UFC 185: Pettis vs Dos Anjos,Jake Lindsey,Joe Duffy,Blue,Lightweight,0,Men,KO/TKO,1,3,107,Herb Dean,0,6,23,0.26,6,23,0.26,0,0,0,0,0,0,12,7,37,180.34,70.31,NA,Switch,3.44,4.01,0.52,0.33,0.46,0.5,0,0.65,1,15,40,0.37,15,40,0.38,0,0,0,0,0,1,16,5,36,177.8,70.31,185.42,Orthodox,2.68,3.78,0.34,0.66,0.54,0.64,0.7,0.96,-1,-9,-17,-0.11,-9,-17,-0.12,0,0,0,0,0,-1,-4,2,1,2.54,0,NA,0.76,0.23,0.18,-0.33,-0.08,-0.14,-0.7,-0.31,3/14/2015,575,-710,"Dallas, Texas, USA",USA,1,2,1,1,NA,Joe Duffy,155,1,1,NA
UFC 185: Pettis vs Dos Anjos,Larissa Pacheco,Germaine de Randamie,Blue,Women's Bantamweight,0,Women,KO/TKO,2,3,122,Don Turnage,0,8,60,0.13,13,66,0.2,0,0,0,0,0,19,10,2,29,170.18,61.23,NA,Orthodox,1.21,4.14,0.19,0,0.55,0,0,0,0,29,84,0.34,31,86,0.36,0,0,0,0,0,5,10,4,39,175.26,61.23,180.34,Orthodox,2.72,2.14,0.46,0,0.65,0.69,0.4,0,0,-21,-24,-0.21,-18,-20,-0.16,0,0,0,0,0,14,0,-2,-10,-5.08,0,NA,-1.51,2,-0.27,0,-0.1,-0.69,-0.4,0,3/14/2015,-125,115,"Dallas, Texas, USA",USA,0,3,10,4,NA,Germaine de Randamie,135,10,3,NA
UFC 184: Rousey vs Zingano,Ronda Rousey,Cat Zingano,Red,Women's Bantamweight,1,Women,Submission,1,5,14,John McCarthy,0,0,0,0,0,0,0,0,0,0,1,1,5,12,2,37,170.18,61.23,167.64,Orthodox,4.17,4.14,0.52,0.68,0.44,0.5,4.8,6.26,0,0,1,0,0,1,0,0,0,0,0,0,3,10,4,41,167.64,65.77,172.72,Southpaw,2.57,1.63,0.61,0.65,0.47,0.42,0.8,2.77,0,0,-1,0,0,-1,0,0,0,0,1,1,2,2,-2,-4,2.54,-4.54,-5.08,1.6,2.51,-0.09,0.03,-0.03,0.08,4,3.49,2/28/2015,-660,540,"Los Angeles, California, USA",USA,5,1,4,4,-5.08,Ronda Rousey,135,4,4,-5.08
UFC 184: Rousey vs Zingano,Raquel Pennington,Holly Holm,Blue,Women's Bantamweight,0,Women,Decision - Split,3,3,300,Herb Dean,0,40,139,0.28,51,150,0.34,0,5,0,0,0,15,16,9,35,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,44,210,0.2,48,214,0.22,0,0,0,0,0,3,15,6,42,172.72,61.23,175.26,Southpaw,3.21,2.79,0.4,0.3,0.56,0.78,0.1,0.9,0,-4,-71,0.08,3,-64,0.12,0,5,0,0,0,12,1,3,-7,-2.54,0,-5.08,0.93,0.5,0.12,-0.03,0.04,-0.15,0.6,0,2/28/2015,425,-550,"Los Angeles, California, USA",USA,4,3,7,1,-5.08,Holly Holm,135,7,1,-5.08
UFC 184: Rousey vs Zingano,Jake Ellenberger,Josh Koscheck,Red,Welterweight,0,Men,Submission,2,3,260,Jerin Valel,0,15,52,0.28,26,64,0.41,0,0,0,1,0,22,31,15,39,175.26,77.11,180.34,Orthodox,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,0,7,40,0.17,21,55,0.38,1,6,0.16,0,0,212,17,11,46,177.8,77.11,185.42,Orthodox,1.79,2.27,0.36,0.48,0.63,0.64,0.4,2.46,0,8,12,0.11,5,9,0.03,-1,-6,-0.16,1,0,-190,14,4,-7,-2.54,0,-5.08,0.68,0.56,0.03,-0.01,-0.03,0.22,0,-0.42,2/28/2015,-140,130,"Los Angeles, California, USA",USA,4,3,7,2,-5.08,Jake Ellenberger,170,7,1,-5.08
UFC 184: Rousey vs Zingano,Alan Jouban,Richard Walsh,Red,Welterweight,0,Men,KO/TKO,1,3,139,John McCarthy,0,12,25,0.48,12,25,0.48,0,0,0,0,0,1,17,7,42,182.88,77.11,185.42,Southpaw,5.67,3.77,0.5,0.44,0.6,0.58,0.3,0.51,0,10,20,0.5,14,25,0.56,0,0,0,0,0,17,9,5,35,182.88,77.11,185.42,Orthodox,3.84,2.72,0.46,0.4,0.58,0.66,0.2,1.55,0,2,5,-0.02,-2,0,-0.08,0,0,0,0,0,-16,8,2,7,0,0,0,1.83,1.05,0.04,0.04,0.02,-0.08,0.1,-1.04,2/28/2015,-250,230,"Los Angeles, California, USA",USA,4,2,7,2,0,Alan Jouban,170,7,2,0
UFC 184: Rousey vs Zingano,Tony Ferguson,Gleison Tibau,Red,Lightweight,0,Men,Submission,1,3,157,Herb Dean,0,11,38,0.28,17,45,0.38,1,1,1,2,0,45,26,10,40,180.34,70.31,193.04,Orthodox,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,0,2,20,0.1,2,20,0.1,0,1,0,0,0,0,33,14,40,177.8,70.31,180.34,Southpaw,1.95,2.51,0.31,0.53,0.63,0.92,0.8,4.08,0,9,18,0.18,15,25,0.28,1,0,1,2,0,45,-7,-4,0,2.54,0,12.7,2.99,1.9,0.14,-0.18,-0.08,-0.25,0.1,-3.69,2/28/2015,-240,220,"Los Angeles, California, USA",USA,7,7,0,0,12.7,Tony Ferguson,155,0,0,12.7
UFC 184: Rousey vs Zingano,Mark Munoz,Roan Carneiro,Blue,Middleweight,0,Men,Submission,1,3,100,Jerin Valel,0,0,1,0,0,1,0,0,1,0,0,0,0,14,6,46,182.88,83.91,180.34,Orthodox,3.12,2.26,0.51,0.29,0.57,0.57,0.6,3.17,0,1,3,0.33,2,4,0.5,0,0,0,1,0,53,21,11,45,180.34,77.11,193.04,Orthodox,1.46,1.82,0.46,0.42,0.62,0.83,1.4,3.05,0,-1,-2,-0.33,-2,-3,-0.5,0,1,0,-1,0,-53,-7,-5,1,2.54,6.8,-12.7,1.66,0.44,0.05,-0.13,-0.05,-0.26,-0.8,0.12,2/28/2015,-260,240,"Los Angeles, California, USA",USA,2,2,1,1,-12.7,Roan Carneiro,185,1,0,-12.7
UFC 184: Rousey vs Zingano,Dhiego Lima,Tim Means,Blue,Welterweight,0,Men,KO/TKO,1,3,137,Herb Dean,0,7,24,0.29,7,24,0.29,0,1,0,0,0,2,17,9,35,187.96,77.11,190.5,Orthodox,3.12,3.88,0.39,0.34,0.58,0.73,0.6,1.26,2,23,42,0.54,25,47,0.53,0,0,0,0,0,22,33,15,40,187.96,77.11,190.5,Orthodox,5.1,3.65,0.49,0.42,0.6,0.65,0.2,1.16,-2,-16,-18,-0.25,-18,-23,-0.24,0,1,0,0,0,-20,-16,-6,-5,0,0,0,-1.98,0.23,-0.1,-0.08,-0.02,0.08,0.4,0.1,2/28/2015,150,-160,"Los Angeles, California, USA",USA,3,7,5,5,0,Tim Means,170,5,4,0
UFC 184: Rousey vs Zingano,Derrick Lewis,Ruan Potts,Red,Heavyweight,0,Men,KO/TKO,2,3,198,Jerin Valel,0,53,82,0.64,60,91,0.66,0,2,0,0,1,248,27,12,39,190.5,117.93,200.66,Orthodox,2.43,2.48,0.5,0.26,0.4,0.53,0,0.53,0,7,13,0.53,31,40,0.78,1,3,0.33,1,0,100,11,6,46,187.96,112.04,190.5,Orthodox,0.85,5.92,0.37,0.16,0.22,0.33,2.3,0.75,0,46,69,0.11,29,51,-0.12,-1,-1,-0.33,-1,1,148,16,6,-7,2.54,5.89,10.16,1.58,-3.44,0.13,0.1,0.18,0.2,-2.3,-0.22,2/28/2015,-705,570,"Los Angeles, California, USA",USA,7,0,7,7,10.16,Derrick Lewis,265,7,7,10.16
UFC 184: Rousey vs Zingano,James Krause,Valmir Lazaro,Blue,Lightweight,0,Men,Decision - Split,3,3,300,John McCarthy,0,87,209,0.41,98,221,0.44,0,10,0,0,0,102,28,9,37,187.96,77.11,185.42,Orthodox,4.79,4.11,0.49,0.18,0.61,0.59,0.9,0.96,0,87,254,0.34,87,254,0.34,0,0,0,0,0,24,15,5,38,182.88,70.31,185.42,Orthodox,4.87,4.09,0.37,0.4,0.61,0.96,0,1.33,0,0,-45,0.07,11,-33,0.1,0,10,0,0,0,78,13,4,-1,5.08,6.8,0,-0.08,0.02,0.12,-0.22,0,-0.37,0.9,-0.37,2/28/2015,-200,185,"Los Angeles, California, USA",USA,3,1,1,2,0,Valmir Lazaro,155,1,2,0
UFC 184: Rousey vs Zingano,Masio Fullen,Alex Torres,Red,Featherweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,41,134,0.3,61,158,0.39,1,2,0.5,0,0,98,11,7,37,177.8,65.77,177.8,Orthodox,2.46,3.5,0.32,0.33,0.54,0.69,0,0.47,0,37,99,0.37,40,102,0.39,2,9,0.22,0,0,195,5,4,35,177.8,65.77,NA,Orthodox,2.47,2.73,0.37,0.22,0.69,0.5,0,2,0,4,35,-0.07,21,56,0,-1,-7,0.28,0,0,-97,6,3,2,0,0,NA,-0.01,0.77,-0.05,0.11,-0.15,0.19,0,-1.53,2/28/2015,105,-115,"Los Angeles, California, USA",USA,1,0,2,1,NA,Masio Fullen,145,2,1,NA
UFC Fight Night: Bigfoot vs Mir,Antonio Silva,Frank Mir,Blue,Heavyweight,0,Men,KO/TKO,1,5,100,Mario Yamasaki,0,1,3,0.33,1,3,0.33,0,0,0,0,0,0,19,12,44,193.04,119.75,208.28,Orthodox,2.89,3.09,0.45,0.29,0.5,0.66,0.8,0.82,1,10,18,0.55,10,18,0.56,0,0,0,0,0,6,18,11,44,190.5,119.75,200.66,Southpaw,2.18,3.84,0.47,0.4,0.38,0.54,2,2.02,-1,-9,-15,-0.22,-9,-15,-0.23,0,0,0,0,0,-6,1,1,0,2.54,0,7.62,0.71,-0.75,-0.02,-0.11,0.12,0.12,-1.2,-1.2,2/22/2015,-155,145,"Porto Alegre, Rio Grande do Sul, Brazil",Brazil,3,1,0,3,7.62,Frank Mir,265,0,2,7.62
UFC Fight Night: Bigfoot vs Mir,Edson Barboza,Michael Johnson,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,31,98,0.31,31,98,0.32,0,2,0,0,0,0,24,11,38,180.34,65.77,190.5,Orthodox,4.18,4.34,0.45,0.5,0.57,0.75,0.1,0.48,0,38,187,0.2,43,192,0.22,1,1,1,0,0,61,23,19,37,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0,0.62,0,-7,-89,0.11,-12,-94,0.1,-1,1,-1,0,0,-61,1,-8,1,2.54,-4.54,5.08,-0.09,0.51,0.06,0.09,0,-0.06,0.1,-0.14,2/22/2015,-135,125,"Porto Alegre, Rio Grande do Sul, Brazil",Brazil,8,10,1,2,5.08,Michael Johnson,155,1,2,5.08
UFC Fight Night: Bigfoot vs Mir,Cezar Ferreira,Sam Alvey,Blue,Middleweight,0,Men,KO/TKO,1,3,214,Mario Yamasaki,0,13,36,0.36,13,36,0.36,0,0,0,0,0,0,13,8,39,185.42,83.91,198.12,Southpaw,1.9,2.44,0.42,0.53,0.53,0.84,0.5,2.69,1,4,8,0.5,4,8,0.5,0,0,0,0,0,3,33,18,37,187.96,83.91,190.5,Southpaw,3.28,3.63,0.44,0.14,0.52,0.82,0.1,0.06,-1,9,28,-0.14,9,28,-0.14,0,0,0,0,0,-3,-20,-10,2,-2.54,0,7.62,-1.38,-1.19,-0.02,0.39,0.01,0.02,0.4,2.63,2/22/2015,-340,280,"Porto Alegre, Rio Grande do Sul, Brazil",Brazil,5,4,2,1,7.62,Sam Alvey,185,2,1,7.62
UFC Fight Night: Bigfoot vs Mir,Rustam Khabilov,Adriano Martins,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Leon Roberts,0,18,80,0.22,19,81,0.23,0,4,0,0,0,7,24,4,37,172.72,70.31,185.42,Orthodox,1.98,2.16,0.34,0.41,0.65,0.61,0.1,3.95,0,12,38,0.31,17,44,0.39,3,4,0.75,0,0,118,28,9,41,177.8,70.31,182.88,Southpaw,1.8,2.14,0.38,0.8,0.65,0.81,0.4,0.83,0,6,42,-0.09,2,37,-0.16,-3,0,-0.75,0,0,-111,-4,-5,-4,-5.08,0,2.54,0.18,0.02,-0.04,-0.39,0,-0.2,-0.3,3.12,2/22/2015,-380,340,"Porto Alegre, Rio Grande do Sul, Brazil",Brazil,3,3,4,0,2.54,Adriano Martins,155,4,0,2.54
